run_id,timestamp,model,variant,framework,seed,budget,config_hash,git_commit,success_test_id,success_test_ood_pattern,success_test_ood_diff,success_train,bricks_cleared_median,steps_to_clear,death_rate,reward_no_shaping,collapsed,status,config_path,metrics_path,heatmap_path,curve_path
dqn__base__b700000__s4,2026-06-04T18:39:25,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,4,700000,3c243c3dd298,24124d2*,0.1713,0.0907,0.0285,0.1464,10.0,1145.0,0.8287,29.9117,False,done,results/runs/dqn__base__b700000__s4.config.json,results/runs/dqn_base_b700000_seed4_test_id.json,results/heatmaps/dqn_base_b700000_seed4_test_id.png,results/curves/dqn__base__b700000__s4.csv
dqn__base__b700000__s2,2026-06-04T18:39:58,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,2,700000,3c243c3dd298,24124d2*,0.926,0.9187,0.8191,0.9179,32.0,2096.7,0.072,58.565,False,done,results/runs/dqn__base__b700000__s2.config.json,results/runs/dqn_base_b700000_seed2_test_id.json,results/heatmaps/dqn_base_b700000_seed2_test_id.png,results/curves/dqn__base__b700000__s2.csv
dqn__base__b700000__s0,2026-06-04T18:40:01,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,0,700000,3c243c3dd298,24124d2*,0.6247,0.6627,0.2747,0.5232,19.0,1963.3,0.3727,47.4893,False,done,results/runs/dqn__base__b700000__s0.config.json,results/runs/dqn_base_b700000_seed0_test_id.json,results/heatmaps/dqn_base_b700000_seed0_test_id.png,results/curves/dqn__base__b700000__s0.csv
dqn__base__b700000__s1,2026-06-04T18:40:23,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,1,700000,3c243c3dd298,24124d2*,0.78,0.7773,0.4858,0.7321,24.0,2261.7,0.2067,50.8467,False,done,results/runs/dqn__base__b700000__s1.config.json,results/runs/dqn_base_b700000_seed1_test_id.json,results/heatmaps/dqn_base_b700000_seed1_test_id.png,results/curves/dqn__base__b700000__s1.csv
dqn__base__b700000__s3,2026-06-04T18:40:37,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,3,700000,3c243c3dd298,24124d2*,0.8367,0.8387,0.6198,0.7875,32.0,2785.1,0.0207,58.6437,False,done,results/runs/dqn__base__b700000__s3.config.json,results/runs/dqn_base_b700000_seed3_test_id.json,results/heatmaps/dqn_base_b700000_seed3_test_id.png,results/curves/dqn__base__b700000__s3.csv
sac__base__b700000__s1,2026-06-04T18:48:29,sac,base,torch2.12.0+np2.4.4+py3.13·mps,1,700000,23932bae4506,24124d2*,0.0067,0.0,0.0,0.0089,1.0,73.7,0.9933,3.514,True,done,results/runs/sac__base__b700000__s1.config.json,results/runs/sac_base_b700000_seed1_test_id.json,results/heatmaps/sac_base_b700000_seed1_test_id.png,results/curves/sac__base__b700000__s1.csv
sac__base__b700000__s3,2026-06-04T18:48:48,sac,base,torch2.12.0+np2.4.4+py3.13·mps,3,700000,23932bae4506,24124d2*,0.0073,0.0,0.0,0.0,1.0,108.8,0.9927,4.4733,True,done,results/runs/sac__base__b700000__s3.config.json,results/runs/sac_base_b700000_seed3_test_id.json,results/heatmaps/sac_base_b700000_seed3_test_id.png,results/curves/sac__base__b700000__s3.csv
sac__base__b700000__s4,2026-06-04T18:49:15,sac,base,torch2.12.0+np2.4.4+py3.13·mps,4,700000,23932bae4506,24124d2*,0.0107,0.0027,0.0,0.0107,1.0,166.2,0.9893,4.645,True,done,results/runs/sac__base__b700000__s4.config.json,results/runs/sac_base_b700000_seed4_test_id.json,results/heatmaps/sac_base_b700000_seed4_test_id.png,results/curves/sac__base__b700000__s4.csv
sac__base__b700000__s2,2026-06-04T18:50:29,sac,base,torch2.12.0+np2.4.4+py3.13·mps,2,700000,23932bae4506,24124d2*,0.0267,0.0133,0.0,0.0143,3.0,583.9,0.9733,11.2723,True,done,results/runs/sac__base__b700000__s2.config.json,results/runs/sac_base_b700000_seed2_test_id.json,results/heatmaps/sac_base_b700000_seed2_test_id.png,results/curves/sac__base__b700000__s2.csv
worldModel__base__b700000__s1,2026-06-04T18:54:15,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,1,700000,9083ba735539,24124d2*,0.2727,0.2053,0.0084,0.2179,4.0,1164.9,0.7273,14.3313,False,done,results/runs/worldModel__base__b700000__s1.config.json,results/runs/worldModel_base_b700000_seed1_test_id.json,results/heatmaps/worldModel_base_b700000_seed1_test_id.png,results/curves/worldModel__base__b700000__s1.csv
worldModelRecurrente__base__b700000__s4,2026-06-04T18:55:05,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,4,700000,c99f9ffe2ef7,24124d2*,0.2827,0.2387,0.0536,0.2482,6.0,1266.7,0.7173,23.0973,False,done,results/runs/worldModelRecurrente__base__b700000__s4.config.json,results/runs/worldModelRecurrente_base_b700000_seed4_test_id.json,results/heatmaps/worldModelRecurrente_base_b700000_seed4_test_id.png,results/curves/worldModelRecurrente__base__b700000__s4.csv
worldModel__base__b700000__s3,2026-06-04T18:55:52,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,3,700000,9083ba735539,24124d2*,0.2073,0.204,0.0285,0.1768,5.0,1158.4,0.7927,18.8363,False,done,results/runs/worldModel__base__b700000__s3.config.json,results/runs/worldModel_base_b700000_seed3_test_id.json,results/heatmaps/worldModel_base_b700000_seed3_test_id.png,results/curves/worldModel__base__b700000__s3.csv
worldModel__base__b700000__s2,2026-06-04T18:55:55,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,2,700000,9083ba735539,24124d2*,0.2687,0.212,0.062,0.2464,13.0,1160.3,0.7307,34.3167,False,done,results/runs/worldModel__base__b700000__s2.config.json,results/runs/worldModel_base_b700000_seed2_test_id.json,results/heatmaps/worldModel_base_b700000_seed2_test_id.png,results/curves/worldModel__base__b700000__s2.csv
worldModel__base__b700000__s0,2026-06-04T18:56:22,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,0,700000,9083ba735539,24124d2*,0.2533,0.1813,0.0603,0.2393,7.0,1405.3,0.7467,22.396,False,done,results/runs/worldModel__base__b700000__s0.config.json,results/runs/worldModel_base_b700000_seed0_test_id.json,results/heatmaps/worldModel_base_b700000_seed0_test_id.png,results/curves/worldModel__base__b700000__s0.csv
sac__base__b700000__s0,2026-06-04T18:56:34,sac,base,torch2.12.0+np2.4.4+py3.13·mps,0,700000,23932bae4506,24124d2*,0.162,0.1707,0.1575,0.1696,9.0,1793.1,0.8333,31.5987,False,done,results/runs/sac__base__b700000__s0.config.json,results/runs/sac_base_b700000_seed0_test_id.json,results/heatmaps/sac_base_b700000_seed0_test_id.png,results/curves/sac__base__b700000__s0.csv
dqn__base__b1500000__s0,2026-06-04T18:57:25,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,87db7e354ae3,24124d2*,0.8493,0.8093,0.7253,0.8429,30.0,2009.0,0.148,52.451,False,done,results/runs/dqn__base__b1500000__s0.config.json,results/runs/dqn_base_b1500000_seed0_test_id.json,results/heatmaps/dqn_base_b1500000_seed0_test_id.png,results/curves/dqn__base__b1500000__s0.csv
dqn__base__b1500000__s2,2026-06-04T18:57:43,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,87db7e354ae3,24124d2*,0.852,0.8427,0.7219,0.8321,32.0,2180.9,0.1433,55.051,False,done,results/runs/dqn__base__b1500000__s2.config.json,results/runs/dqn_base_b1500000_seed2_test_id.json,results/heatmaps/dqn_base_b1500000_seed2_test_id.png,results/curves/dqn__base__b1500000__s2.csv
worldModelRecurrente__base__b700000__s1,2026-06-04T18:57:48,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,1,700000,c99f9ffe2ef7,24124d2*,0.5987,0.5187,0.4322,0.6161,29.0,1825.8,0.4007,55.7263,False,done,results/runs/worldModelRecurrente__base__b700000__s1.config.json,results/runs/worldModelRecurrente_base_b700000_seed1_test_id.json,results/heatmaps/worldModelRecurrente_base_b700000_seed1_test_id.png,results/curves/worldModelRecurrente__base__b700000__s1.csv
worldModelRecurrente__base__b700000__s2,2026-06-04T18:58:10,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,2,700000,c99f9ffe2ef7,24124d2*,0.306,0.2693,0.0754,0.2554,15.0,1723.7,0.6933,39.0663,False,done,results/runs/worldModelRecurrente__base__b700000__s2.config.json,results/runs/worldModelRecurrente_base_b700000_seed2_test_id.json,results/heatmaps/worldModelRecurrente_base_b700000_seed2_test_id.png,results/curves/worldModelRecurrente__base__b700000__s2.csv
worldModel__base__b700000__s4,2026-06-04T18:59:08,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,4,700000,9083ba735539,24124d2*,0.624,0.596,0.3116,0.5607,16.0,1867.0,0.374,39.754,False,done,results/runs/worldModel__base__b700000__s4.config.json,results/runs/worldModel_base_b700000_seed4_test_id.json,results/heatmaps/worldModel_base_b700000_seed4_test_id.png,results/curves/worldModel__base__b700000__s4.csv
dqn__base__b1500000__s1,2026-06-04T18:59:53,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,87db7e354ae3,24124d2*,0.8567,0.812,0.7454,0.8089,30.0,2427.3,0.1307,59.6497,False,done,results/runs/dqn__base__b1500000__s1.config.json,results/runs/dqn_base_b1500000_seed1_test_id.json,results/heatmaps/dqn_base_b1500000_seed1_test_id.png,results/curves/dqn__base__b1500000__s1.csv
dqn__base__b1500000__s4,2026-06-04T19:00:13,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,87db7e354ae3,24124d2*,0.44,0.4173,0.2764,0.3804,10.0,1618.6,0.5593,34.0873,False,done,results/runs/dqn__base__b1500000__s4.config.json,results/runs/dqn_base_b1500000_seed4_test_id.json,results/heatmaps/dqn_base_b1500000_seed4_test_id.png,results/curves/dqn__base__b1500000__s4.csv
worldModelRecurrente__base__b700000__s0,2026-06-04T19:00:56,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,0,700000,c99f9ffe2ef7,24124d2*,0.7307,0.7587,0.4925,0.6875,29.0,2467.4,0.2467,53.263,False,done,results/runs/worldModelRecurrente__base__b700000__s0.config.json,results/runs/worldModelRecurrente_base_b700000_seed0_test_id.json,results/heatmaps/worldModelRecurrente_base_b700000_seed0_test_id.png,results/curves/worldModelRecurrente__base__b700000__s0.csv
ppo__base__b700000__s4,2026-06-04T19:01:18,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,4,700000,a4a7807f415a,24124d2*,0.9233,0.9067,0.8409,0.9161,32.0,2142.8,0.07,58.635,False,done,results/runs/ppo__base__b700000__s4.config.json,results/runs/ppo_base_b700000_seed4_test_id.json,results/heatmaps/ppo_base_b700000_seed4_test_id.png,results/curves/ppo__base__b700000__s4.csv
sac__base__b1500000__s1,2026-06-04T19:02:37,sac,base,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,61cc6a8abd08,24124d2*,0.012,0.0013,0.0,0.0125,2.0,178.9,0.988,6.0363,True,done,results/runs/sac__base__b1500000__s1.config.json,results/runs/sac_base_b1500000_seed1_test_id.json,results/heatmaps/sac_base_b1500000_seed1_test_id.png,results/curves/sac__base__b1500000__s1.csv
dqn__base__b1500000__s3,2026-06-04T19:02:37,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,87db7e354ae3,24124d2*,0.8687,0.8,0.7203,0.8411,32.0,2386.8,0.0853,56.518,False,done,results/runs/dqn__base__b1500000__s3.config.json,results/runs/dqn_base_b1500000_seed3_test_id.json,results/heatmaps/dqn_base_b1500000_seed3_test_id.png,results/curves/dqn__base__b1500000__s3.csv
worldModelRecurrente__base__b700000__s3,2026-06-04T19:03:23,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,3,700000,c99f9ffe2ef7,24124d2*,0.804,0.8013,0.3501,0.7875,24.0,2170.1,0.1567,51.7183,False,done,results/runs/worldModelRecurrente__base__b700000__s3.config.json,results/runs/worldModelRecurrente_base_b700000_seed3_test_id.json,results/heatmaps/worldModelRecurrente_base_b700000_seed3_test_id.png,results/curves/worldModelRecurrente__base__b700000__s3.csv
ppo__base__b700000__s3,2026-06-04T19:03:37,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,3,700000,a4a7807f415a,24124d2*,0.9813,0.9947,0.9715,0.9821,32.0,2272.0,0.0113,58.41,False,done,results/runs/ppo__base__b700000__s3.config.json,results/runs/ppo_base_b700000_seed3_test_id.json,results/heatmaps/ppo_base_b700000_seed3_test_id.png,results/curves/ppo__base__b700000__s3.csv
ppo__base__b700000__s1,2026-06-04T19:04:17,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,1,700000,a4a7807f415a,24124d2*,0.788,0.736,0.6616,0.7893,32.0,2513.3,0.1107,55.3,False,done,results/runs/ppo__base__b700000__s1.config.json,results/runs/ppo_base_b700000_seed1_test_id.json,results/heatmaps/ppo_base_b700000_seed1_test_id.png,results/curves/ppo__base__b700000__s1.csv
ppo__base__b700000__s0,2026-06-04T19:04:52,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,0,700000,a4a7807f415a,24124d2*,0.874,0.884,0.804,0.8696,32.0,2404.1,0.084,59.552,False,done,results/runs/ppo__base__b700000__s0.config.json,results/runs/ppo_base_b700000_seed0_test_id.json,results/heatmaps/ppo_base_b700000_seed0_test_id.png,results/curves/ppo__base__b700000__s0.csv
ppo__base__b700000__s2,2026-06-04T19:05:03,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,2,700000,a4a7807f415a,24124d2*,0.9487,0.9293,0.8844,0.9375,32.0,2336.0,0.0187,55.4987,False,done,results/runs/ppo__base__b700000__s2.config.json,results/runs/ppo_base_b700000_seed2_test_id.json,results/heatmaps/ppo_base_b700000_seed2_test_id.png,results/curves/ppo__base__b700000__s2.csv
ppo__base__b1500000__s0,2026-06-04T19:11:34,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,d149e4f8a490,24124d2*,0.8033,0.7653,0.6516,0.7571,32.0,1769.1,0.1953,51.8113,False,done,results/runs/ppo__base__b1500000__s0.config.json,results/runs/ppo_base_b1500000_seed0_test_id.json,results/heatmaps/ppo_base_b1500000_seed0_test_id.png,results/curves/ppo__base__b1500000__s0.csv
sac__base__b1500000__s3,2026-06-04T19:12:09,sac,base,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,61cc6a8abd08,24124d2*,0.5673,0.5507,0.2747,0.5429,22.0,1931.3,0.43,44.0913,False,done,results/runs/sac__base__b1500000__s3.config.json,results/runs/sac_base_b1500000_seed3_test_id.json,results/heatmaps/sac_base_b1500000_seed3_test_id.png,results/curves/sac__base__b1500000__s3.csv
ppo__base__b1500000__s1,2026-06-04T19:13:13,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,d149e4f8a490,24124d2*,0.8807,0.8573,0.871,0.8929,32.0,1934.8,0.1193,53.437,False,done,results/runs/ppo__base__b1500000__s1.config.json,results/runs/ppo_base_b1500000_seed1_test_id.json,results/heatmaps/ppo_base_b1500000_seed1_test_id.png,results/curves/ppo__base__b1500000__s1.csv
sac__base__b1500000__s2,2026-06-04T19:13:35,sac,base,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,61cc6a8abd08,24124d2*,0.6107,0.5667,0.4707,0.5964,16.0,2052.7,0.3813,41.013,False,done,results/runs/sac__base__b1500000__s2.config.json,results/runs/sac_base_b1500000_seed2_test_id.json,results/heatmaps/sac_base_b1500000_seed2_test_id.png,results/curves/sac__base__b1500000__s2.csv
sac__base__b1500000__s4,2026-06-04T19:14:06,sac,base,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,61cc6a8abd08,24124d2*,0.9133,0.9307,0.9229,0.9375,32.0,1986.2,0.0807,58.6483,False,done,results/runs/sac__base__b1500000__s4.config.json,results/runs/sac_base_b1500000_seed4_test_id.json,results/heatmaps/sac_base_b1500000_seed4_test_id.png,results/curves/sac__base__b1500000__s4.csv
sac__base__b1500000__s0,2026-06-04T19:14:37,sac,base,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,61cc6a8abd08,24124d2*,0.9673,0.9507,0.8844,0.9518,32.0,2432.9,0.0187,67.1957,False,done,results/runs/sac__base__b1500000__s0.config.json,results/runs/sac_base_b1500000_seed0_test_id.json,results/heatmaps/sac_base_b1500000_seed0_test_id.png,results/curves/sac__base__b1500000__s0.csv
worldModel__base__b1500000__s2,2026-06-04T19:16:09,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,85d66e5b6dfb,24124d2*,0.28,0.2613,0.0804,0.2286,8.0,1252.0,0.72,30.1993,False,done,results/runs/worldModel__base__b1500000__s2.config.json,results/runs/worldModel_base_b1500000_seed2_test_id.json,results/heatmaps/worldModel_base_b1500000_seed2_test_id.png,results/curves/worldModel__base__b1500000__s2.csv
worldModel__base__b1500000__s1,2026-06-04T19:16:19,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,85d66e5b6dfb,24124d2*,0.65,0.6813,0.5846,0.6411,28.0,1866.7,0.3493,52.2627,False,done,results/runs/worldModel__base__b1500000__s1.config.json,results/runs/worldModel_base_b1500000_seed1_test_id.json,results/heatmaps/worldModel_base_b1500000_seed1_test_id.png,results/curves/worldModel__base__b1500000__s1.csv
worldModel__base__b1500000__s0,2026-06-04T19:16:41,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,85d66e5b6dfb,24124d2*,0.3847,0.336,0.3149,0.3464,30.0,1700.2,0.6153,49.928,False,done,results/runs/worldModel__base__b1500000__s0.config.json,results/runs/worldModel_base_b1500000_seed0_test_id.json,results/heatmaps/worldModel_base_b1500000_seed0_test_id.png,results/curves/worldModel__base__b1500000__s0.csv
ppo__base__b1500000__s2,2026-06-04T19:16:55,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,d149e4f8a490,24124d2*,0.9587,0.9667,0.9095,0.9714,32.0,2215.0,0.0,53.7763,False,done,results/runs/ppo__base__b1500000__s2.config.json,results/runs/ppo_base_b1500000_seed2_test_id.json,results/heatmaps/ppo_base_b1500000_seed2_test_id.png,results/curves/ppo__base__b1500000__s2.csv
worldModelRecurrente__base__b1500000__s0,2026-06-04T19:17:24,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,0,1500000,11867664b4cf,24124d2*,0.19,0.0493,0.0117,0.1768,2.0,916.3,0.81,7.5127,False,done,results/runs/worldModelRecurrente__base__b1500000__s0.config.json,results/runs/worldModelRecurrente_base_b1500000_seed0_test_id.json,results/heatmaps/worldModelRecurrente_base_b1500000_seed0_test_id.png,results/curves/worldModelRecurrente__base__b1500000__s0.csv
ppo__base__b1500000__s4,2026-06-04T19:18:04,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,d149e4f8a490,24124d2*,0.9373,0.9253,0.9196,0.9304,32.0,1764.0,0.0627,56.2697,False,done,results/runs/ppo__base__b1500000__s4.config.json,results/runs/ppo_base_b1500000_seed4_test_id.json,results/heatmaps/ppo_base_b1500000_seed4_test_id.png,results/curves/ppo__base__b1500000__s4.csv
dqn__base__b3000000__s1,2026-06-04T19:18:23,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,1,3000000,eb17b5025b66,24124d2*,0.6007,0.5187,0.5829,0.5679,30.0,1750.4,0.3993,58.5563,False,done,results/runs/dqn__base__b3000000__s1.config.json,results/runs/dqn_base_b3000000_seed1_test_id.json,results/heatmaps/dqn_base_b3000000_seed1_test_id.png,results/curves/dqn__base__b3000000__s1.csv
ppo__base__b1500000__s3,2026-06-04T19:18:29,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,d149e4f8a490,24124d2*,0.9547,0.9587,0.9564,0.9643,32.0,1933.6,0.044,54.6783,False,done,results/runs/ppo__base__b1500000__s3.config.json,results/runs/ppo_base_b1500000_seed3_test_id.json,results/heatmaps/ppo_base_b1500000_seed3_test_id.png,results/curves/ppo__base__b1500000__s3.csv
worldModelRecurrente__base__b1500000__s1,2026-06-04T19:18:35,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,1,1500000,11867664b4cf,24124d2*,0.196,0.116,0.0369,0.1875,5.0,998.9,0.8033,22.313,False,done,results/runs/worldModelRecurrente__base__b1500000__s1.config.json,results/runs/worldModelRecurrente_base_b1500000_seed1_test_id.json,results/heatmaps/worldModelRecurrente_base_b1500000_seed1_test_id.png,results/curves/worldModelRecurrente__base__b1500000__s1.csv
dqn__base__b3000000__s0,2026-06-04T19:18:38,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,0,3000000,eb17b5025b66,24124d2*,0.8727,0.864,0.7923,0.8518,30.0,1645.6,0.1273,54.916,False,done,results/runs/dqn__base__b3000000__s0.config.json,results/runs/dqn_base_b3000000_seed0_test_id.json,results/heatmaps/dqn_base_b3000000_seed0_test_id.png,results/curves/dqn__base__b3000000__s0.csv
dqn__base__b3000000__s4,2026-06-04T19:19:43,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,4,3000000,eb17b5025b66,24124d2*,0.89,0.8787,0.9012,0.8732,32.0,1667.1,0.11,54.1843,False,done,results/runs/dqn__base__b3000000__s4.config.json,results/runs/dqn_base_b3000000_seed4_test_id.json,results/heatmaps/dqn_base_b3000000_seed4_test_id.png,results/curves/dqn__base__b3000000__s4.csv
worldModelRecurrente__base__b1500000__s2,2026-06-04T19:21:18,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,2,1500000,11867664b4cf,24124d2*,0.194,0.1533,0.2044,0.2232,14.0,1631.5,0.806,39.2863,False,done,results/runs/worldModelRecurrente__base__b1500000__s2.config.json,results/runs/worldModelRecurrente_base_b1500000_seed2_test_id.json,results/heatmaps/worldModelRecurrente_base_b1500000_seed2_test_id.png,results/curves/worldModelRecurrente__base__b1500000__s2.csv
dqn__base__b3000000__s2,2026-06-04T19:22:05,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,2,3000000,eb17b5025b66,24124d2*,0.9833,0.9853,0.9782,0.9839,32.0,2145.3,0.0067,56.6573,False,done,results/runs/dqn__base__b3000000__s2.config.json,results/runs/dqn_base_b3000000_seed2_test_id.json,results/heatmaps/dqn_base_b3000000_seed2_test_id.png,results/curves/dqn__base__b3000000__s2.csv
worldModelRecurrente__base__b1500000__s4,2026-06-04T19:22:42,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,11867664b4cf,24124d2*,0.5767,0.508,0.5092,0.5536,24.0,1564.4,0.4233,55.1813,False,done,results/runs/worldModelRecurrente__base__b1500000__s4.config.json,results/runs/worldModelRecurrente_base_b1500000_seed4_test_id.json,results/heatmaps/worldModelRecurrente_base_b1500000_seed4_test_id.png,results/curves/worldModelRecurrente__base__b1500000__s4.csv
worldModelRecurrente__base__b1500000__s3,2026-06-04T19:23:08,worldModelRecurrente,base,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,11867664b4cf,24124d2*,0.606,0.6453,0.5796,0.5929,29.0,1736.6,0.394,52.0957,False,done,results/runs/worldModelRecurrente__base__b1500000__s3.config.json,results/runs/worldModelRecurrente_base_b1500000_seed3_test_id.json,results/heatmaps/worldModelRecurrente_base_b1500000_seed3_test_id.png,results/curves/worldModelRecurrente__base__b1500000__s3.csv
worldModel__base__b1500000__s3,2026-06-04T19:24:25,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,3,1500000,85d66e5b6dfb,24124d2*,0.67,0.6,0.5159,0.6321,24.0,2528.5,0.1953,47.935,False,done,results/runs/worldModel__base__b1500000__s3.config.json,results/runs/worldModel_base_b1500000_seed3_test_id.json,results/heatmaps/worldModel_base_b1500000_seed3_test_id.png,results/curves/worldModel__base__b1500000__s3.csv
worldModel__base__b1500000__s4,2026-06-04T19:24:46,worldModel,base,torch2.12.0+np2.4.4+py3.13·mps,4,1500000,85d66e5b6dfb,24124d2*,0.7853,0.7667,0.5913,0.7375,29.0,2536.9,0.166,53.5763,False,done,results/runs/worldModel__base__b1500000__s4.config.json,results/runs/worldModel_base_b1500000_seed4_test_id.json,results/heatmaps/worldModel_base_b1500000_seed4_test_id.png,results/curves/worldModel__base__b1500000__s4.csv
dqn__base__b3000000__s3,2026-06-04T19:26:16,dqn,base,torch2.12.0+np2.4.4+py3.13·mps,3,3000000,eb17b5025b66,24124d2*,0.9,0.8747,0.8476,0.8679,32.0,2080.7,0.068,59.2323,False,done,results/runs/dqn__base__b3000000__s3.config.json,results/runs/dqn_base_b3000000_seed3_test_id.json,results/heatmaps/dqn_base_b3000000_seed3_test_id.png,results/curves/dqn__base__b3000000__s3.csv
sac__base__b3000000__s0,2026-06-04T19:38:23,sac,base,torch2.12.0+np2.4.4+py3.13·mps,0,3000000,f7f29a610437,24124d2*,0.7473,0.8307,0.6147,0.7821,22.0,1633.6,0.2527,50.5587,False,done,results/runs/sac__base__b3000000__s0.config.json,results/runs/sac_base_b3000000_seed0_test_id.json,results/heatmaps/sac_base_b3000000_seed0_test_id.png,results/curves/sac__base__b3000000__s0.csv
sac__base__b3000000__s1,2026-06-04T19:42:49,sac,base,torch2.12.0+np2.4.4+py3.13·mps,1,3000000,f7f29a610437,24124d2*,0.8927,0.864,0.7203,0.8482,32.0,2896.5,0.02,60.97,False,done,results/runs/sac__base__b3000000__s1.config.json,results/runs/sac_base_b3000000_seed1_test_id.json,results/heatmaps/sac_base_b3000000_seed1_test_id.png,results/curves/sac__base__b3000000__s1.csv
sac__base__b3000000__s4,2026-06-04T19:44:20,sac,base,torch2.12.0+np2.4.4+py3.13·mps,4,3000000,f7f29a610437,24124d2*,0.966,0.9627,0.9464,0.9589,32.0,2214.3,0.0147,71.0013,False,done,results/runs/sac__base__b3000000__s4.config.json,results/runs/sac_base_b3000000_seed4_test_id.json,results/heatmaps/sac_base_b3000000_seed4_test_id.png,results/curves/sac__base__b3000000__s4.csv
sac__base__b3000000__s2,2026-06-04T19:44:42,sac,base,torch2.12.0+np2.4.4+py3.13·mps,2,3000000,f7f29a610437,24124d2*,0.8573,0.864,0.6365,0.8589,32.0,2743.2,0.084,60.566,False,done,results/runs/sac__base__b3000000__s2.config.json,results/runs/sac_base_b3000000_seed2_test_id.json,results/heatmaps/sac_base_b3000000_seed2_test_id.png,results/curves/sac__base__b3000000__s2.csv
sac__base__b3000000__s3,2026-06-04T19:44:51,sac,base,torch2.12.0+np2.4.4+py3.13·mps,3,3000000,f7f29a610437,24124d2*,0.9467,0.912,0.7253,0.9143,32.0,2746.1,0.02,58.6423,False,done,results/runs/sac__base__b3000000__s3.config.json,results/runs/sac_base_b3000000_seed3_test_id.json,results/heatmaps/sac_base_b3000000_seed3_test_id.png,results/curves/sac__base__b3000000__s3.csv
ppo__base__b3000000__s1,2026-06-04T19:46:43,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,1,3000000,6154c3a1ee44,24124d2*,0.8233,0.7533,0.7404,0.8304,31.0,1660.7,0.1767,54.0777,False,done,results/runs/ppo__base__b3000000__s1.config.json,results/runs/ppo_base_b3000000_seed1_test_id.json,results/heatmaps/ppo_base_b3000000_seed1_test_id.png,results/curves/ppo__base__b3000000__s1.csv
ppo__base__b3000000__s0,2026-06-04T19:46:51,ppo,base,torch2.12.0+np2.4.4+py3.13·mps,0,3000000,6154c3a1ee44,24124d2*,0.8733,0.852,0.9012,0.8714,32.0,1610.4,0.1247,58.0487,False,done,results/runs/ppo__base__b3000000__s0.config.json,results/runs/ppo_base_b3000000_seed0_test_id.json,results/heatmaps/ppo_base_b3000000_seed0_test_id.png,results/curves/ppo__base__b3000000__s0.csv
